date,area,average_price,code,houses_sold,no_of_crimes,borough_flag,year,month,median_salary,life_satisfaction,mean_salary,recycling_pct,population_size,number_of_jobs,area_size,no_of_houses,crime_rate_per_1k,price_to_mean_salary
1995-01-01,City Of London,91449,E09000001,17.0,,1,1995,1,,,,,,,,,,
1995-02-01,City Of London,82203,E09000001,7.0,,1,1995,2,,,,,,,,,,
1995-03-01,City Of London,79121,E09000001,14.0,,1,1995,3,,,,,,,,,,
1995-04-01,City Of London,77101,E09000001,7.0,,1,1995,4,,,,,,,,,,
1995-05-01,City Of London,84409,E09000001,10.0,,1,1995,5,,,,,,,,,,
1995-06-01,City Of London,94901,E09000001,17.0,,1,1995,6,,,,,,,,,,
1995-07-01,City Of London,110128,E09000001,13.0,,1,1995,7,,,,,,,,,,
1995-08-01,City Of London,112329,E09000001,14.0,,1,1995,8,,,,,,,,,,
1995-09-01,City Of London,104473,E09000001,17.0,,1,1995,9,,,,,,,,,,
1995-10-01,City Of London,108038,E09000001,14.0,,1,1995,10,,,,,,,,,,
1995-11-01,City Of London,117636,E09000001,11.0,,1,1995,11,,,,,,,,,,
1995-12-01,City Of London,127232,E09000001,18.0,,1,1995,12,,,,,,,,,,
1996-01-01,City Of London,108999,E09000001,17.0,,1,1996,1,,,,,,,,,,
1996-02-01,City Of London,93357,E09000001,10.0,,1,1996,2,,,,,,,,,,
1996-03-01,City Of London,93707,E09000001,17.0,,1,1996,3,,,,,,,,,,
1996-04-01,City Of London,120543,E09000001,14.0,,1,1996,4,,,,,,,,,,
1996-05-01,City Of London,112050,E09000001,19.0,,1,1996,5,,,,,,,,,,
1996-06-01,City Of London,114226,E09000001,28.0,,1,1996,6,,,,,,,,,,
1996-07-01,City Of London,97547,E09000001,30.0,,1,1996,7,,,,,,,,,,
1996-08-01,City Of London,114179,E09000001,25.0,,1,1996,8,,,,,,,,,,
1996-09-01,City Of London,108138,E09000001,32.0,,1,1996,9,,,,,,,,,,
1996-10-01,City Of London,98934,E09000001,33.0,,1,1996,10,,,,,,,,,,
1996-11-01,City Of London,99707,E09000001,31.0,,1,1996,11,,,,,,,,,,
1996-12-01,City Of London,106427,E09000001,26.0,,1,1996,12,,,,,,,,,,
1997-01-01,City Of London,116343,E09000001,22.0,,1,1997,1,,,,,,,,,,
1997-02-01,City Of London,111142,E09000001,37.0,,1,1997,2,,,,,,,,,,
1997-03-01,City Of London,107488,E09000001,70.0,,1,1997,3,,,,,,,,,,
1997-04-01,City Of London,108480,E09000001,19.0,,1,1997,4,,,,,,,,,,
1997-05-01,City Of London,115453,E09000001,12.0,,1,1997,5,,,,,,,,,,
1997-06-01,City Of London,118317,E09000001,21.0,,1,1997,6,,,,,,,,,,
1997-07-01,City Of London,117034,E09000001,26.0,,1,1997,7,,,,,,,,,,
1997-08-01,City Of London,113585,E09000001,9.0,,1,1997,8,,,,,,,,,,
1997-09-01,City Of London,115159,E09000001,22.0,,1,1997,9,,,,,,,,,,
1997-10-01,City Of London,121251,E09000001,22.0,,1,1997,10,,,,,,,,,,
1997-11-01,City Of London,131074,E09000001,18.0,,1,1997,11,,,,,,,,,,
1997-12-01,City Of London,130035,E09000001,37.0,,1,1997,12,,,,,,,,,,
1998-01-01,City Of London,124382,E09000001,48.0,,1,1998,1,,,,,,,,,,
1998-02-01,City Of London,143829,E09000001,43.0,,1,1998,2,,,,,,,,,,
1998-03-01,City Of London,156508,E09000001,39.0,,1,1998,3,,,,,,,,,,
1998-04-01,City Of London,163403,E09000001,28.0,,1,1998,4,,,,,,,,,,
1998-05-01,City Of London,143625,E09000001,30.0,,1,1998,5,,,,,,,,,,
1998-06-01,City Of London,132251,E09000001,32.0,,1,1998,6,,,,,,,,,,
1998-07-01,City Of London,140377,E09000001,17.0,,1,1998,7,,,,,,,,,,
1998-08-01,City Of London,148993,E09000001,34.0,,1,1998,8,,,,,,,,,,
1998-09-01,City Of London,152807,E09000001,40.0,,1,1998,9,,,,,,,,,,
1998-10-01,City Of London,162020,E09000001,42.0,,1,1998,10,,,,,,,,,,
1998-11-01,City Of London,152387,E09000001,23.0,,1,1998,11,,,,,,,,,,
1998-12-01,City Of London,155801,E09000001,48.0,,1,1998,12,,,,,,,,,,
1999-01-01,City Of London,149143,E09000001,41.0,,1,1999,1,33020.0,,48922.0,0.0,6581.0,362000.0,315.0,5463.0,,3.048587547524631
1999-02-01,City Of London,164545,E09000001,31.0,,1,1999,2,33020.0,,48922.0,0.0,6581.0,362000.0,315.0,5463.0,,3.3634152324107762
1999-03-01,City Of London,174586,E09000001,53.0,,1,1999,3,33020.0,,48922.0,0.0,6581.0,362000.0,315.0,5463.0,,3.5686603164220596
1999-04-01,City Of London,191157,E09000001,28.0,,1,1999,4,33020.0,,48922.0,0.0,6581.0,362000.0,315.0,5463.0,,3.9073831813907853
1999-05-01,City Of London,191081,E09000001,35.0,,1,1999,5,33020.0,,48922.0,0.0,6581.0,362000.0,315.0,5463.0,,3.9058296880748946
1999-06-01,City Of London,185993,E09000001,63.0,,1,1999,6,33020.0,,48922.0,0.0,6581.0,362000.0,315.0,5463.0,,3.801827398716324
1999-07-01,City Of London,164056,E09000001,42.0,,1,1999,7,33020.0,,48922.0,0.0,6581.0,362000.0,315.0,5463.0,,3.353419729365112
1999-08-01,City Of London,160905,E09000001,58.0,,1,1999,8,33020.0,,48922.0,0.0,6581.0,362000.0,315.0,5463.0,,3.2890110788602267
1999-09-01,City Of London,166193,E09000001,30.0,,1,1999,9,33020.0,,48922.0,0.0,6581.0,362000.0,315.0,5463.0,,3.3971015085237726
1999-10-01,City Of London,163490,E09000001,29.0,,1,1999,10,33020.0,,48922.0,0.0,6581.0,362000.0,315.0,5463.0,,3.341850292302032
1999-11-01,City Of London,175143,E09000001,29.0,,1,1999,11,33020.0,,48922.0,0.0,6581.0,362000.0,315.0,5463.0,,3.5800457871714157
1999-12-01,City Of London,169309,E09000001,97.0,,1,1999,12,33020.0,,48922.0,0.0,6581.0,362000.0,315.0,5463.0,,3.460794734475287
2000-01-01,City Of London,173738,E09000001,24.0,,1,2000,1,34903.0,,52203.0,0.0,7014.0,361000.0,315.0,5463.0,,3.3281229048138994
2000-02-01,City Of London,174152,E09000001,55.0,,1,2000,2,34903.0,,52203.0,0.0,7014.0,361000.0,315.0,5463.0,,3.336053483516273
2000-03-01,City Of London,178339,E09000001,48.0,,1,2000,3,34903.0,,52203.0,0.0,7014.0,361000.0,315.0,5463.0,,3.416259601938586
2000-04-01,City Of London,183101,E09000001,58.0,,1,2000,4,34903.0,,52203.0,0.0,7014.0,361000.0,315.0,5463.0,,3.5074804130030843
2000-05-01,City Of London,175041,E09000001,38.0,,1,2000,5,34903.0,,52203.0,0.0,7014.0,361000.0,315.0,5463.0,,3.3530831561404515
2000-06-01,City Of London,198191,E09000001,60.0,,1,2000,6,34903.0,,52203.0,0.0,7014.0,361000.0,315.0,5463.0,,3.7965442599084342
2000-07-01,City Of London,214852,E09000001,33.0,,1,2000,7,34903.0,,52203.0,0.0,7014.0,361000.0,315.0,5463.0,,4.115702162710956
2000-08-01,City Of London,221952,E09000001,22.0,,1,2000,8,34903.0,,52203.0,0.0,7014.0,361000.0,315.0,5463.0,,4.251709671857939
2000-09-01,City Of London,223175,E09000001,20.0,,1,2000,9,34903.0,,52203.0,0.0,7014.0,361000.0,315.0,5463.0,,4.2751374442081875
2000-10-01,City Of London,245062,E09000001,19.0,,1,2000,10,34903.0,,52203.0,0.0,7014.0,361000.0,315.0,5463.0,,4.69440453613777
2000-11-01,City Of London,321773,E09000001,18.0,,1,2000,11,34903.0,,52203.0,0.0,7014.0,361000.0,315.0,5463.0,,6.163879470528514
2000-12-01,City Of London,314772,E09000001,33.0,,1,2000,12,34903.0,,52203.0,0.0,7014.0,361000.0,315.0,5463.0,,6.029768404114706
2001-01-01,City Of London,284262,E09000001,24.0,0.0,1,2001,1,39104.0,,62819.0,0.0,7359.0,339000.0,315.0,5009.0,0.0,4.525095910472946
2001-02-01,City Of London,198137,E09000001,37.0,0.0,1,2001,2,39104.0,,62819.0,0.0,7359.0,339000.0,315.0,5009.0,0.0,3.154093506741591
2001-03-01,City Of London,189033,E09000001,44.0,0.0,1,2001,3,39104.0,,62819.0,0.0,7359.0,339000.0,315.0,5009.0,0.0,3.0091692004011525
2001-04-01,City Of London,205494,E09000001,38.0,0.0,1,2001,4,39104.0,,62819.0,0.0,7359.0,339000.0,315.0,5009.0,0.0,3.271207755615339
2001-05-01,City Of London,223459,E09000001,30.0,0.0,1,2001,5,39104.0,,62819.0,0.0,7359.0,339000.0,315.0,5009.0,0.0,3.5571881118769797
2001-06-01,City Of London,242435,E09000001,36.0,0.0,1,2001,6,39104.0,,62819.0,0.0,7359.0,339000.0,315.0,5009.0,0.0,3.8592623250927267
2001-07-01,City Of London,230700,E09000001,40.0,0.0,1,2001,7,39104.0,,62819.0,0.0,7359.0,339000.0,315.0,5009.0,0.0,3.6724557856699405
2001-08-01,City Of London,231632,E09000001,30.0,0.0,1,2001,8,39104.0,,62819.0,0.0,7359.0,339000.0,315.0,5009.0,0.0,3.687292061319028
2001-09-01,City Of London,229806,E09000001,30.0,0.0,1,2001,9,39104.0,,62819.0,0.0,7359.0,339000.0,315.0,5009.0,0.0,3.6582244225473186
2001-10-01,City Of London,263887,E09000001,26.0,0.0,1,2001,10,39104.0,,62819.0,0.0,7359.0,339000.0,315.0,5009.0,0.0,4.200751365032872
2001-11-01,City Of London,346458,E09000001,15.0,0.0,1,2001,11,39104.0,,62819.0,0.0,7359.0,339000.0,315.0,5009.0,0.0,5.51517852878906
2001-12-01,City Of London,362204,E09000001,17.0,0.0,1,2001,12,39104.0,,62819.0,0.0,7359.0,339000.0,315.0,5009.0,0.0,5.765835177255289
2002-01-01,City Of London,344239,E09000001,30.0,0.0,1,2002,1,39750.0,,56450.0,1.0,7280.0,344000.0,315.0,5117.0,0.0,6.098122232063774
2002-02-01,City Of London,284015,E09000001,12.0,0.0,1,2002,2,39750.0,,56450.0,1.0,7280.0,344000.0,315.0,5117.0,0.0,5.03126660761736
2002-03-01,City Of London,253697,E09000001,47.0,0.0,1,2002,3,39750.0,,56450.0,1.0,7280.0,344000.0,315.0,5117.0,0.0,4.494189548272808
2002-04-01,City Of London,245313,E09000001,31.0,0.0,1,2002,4,39750.0,,56450.0,1.0,7280.0,344000.0,315.0,5117.0,0.0,4.345668733392382
2002-05-01,City Of London,227281,E09000001,30.0,0.0,1,2002,5,39750.0,,56450.0,1.0,7280.0,344000.0,315.0,5117.0,0.0,4.026235606731621
2002-06-01,City Of London,253130,E09000001,25.0,0.0,1,2002,6,39750.0,,56450.0,1.0,7280.0,344000.0,315.0,5117.0,0.0,4.48414526129318
2002-07-01,City Of London,262428,E09000001,26.0,0.0,1,2002,7,39750.0,,56450.0,1.0,7280.0,344000.0,315.0,5117.0,0.0,4.648857395925598
2002-08-01,City Of London,274016,E09000001,51.0,0.0,1,2002,8,39750.0,,56450.0,1.0,7280.0,344000.0,315.0,5117.0,0.0,4.854136403897254
2002-09-01,City Of London,277047,E09000001,49.0,0.0,1,2002,9,39750.0,,56450.0,1.0,7280.0,344000.0,315.0,5117.0,0.0,4.907829937998229
2002-10-01,City Of London,271941,E09000001,19.0,0.0,1,2002,10,39750.0,,56450.0,1.0,7280.0,344000.0,315.0,5117.0,0.0,4.817378210806023
2002-11-01,City Of London,280283,E09000001,28.0,0.0,1,2002,11,39750.0,,56450.0,1.0,7280.0,344000.0,315.0,5117.0,0.0,4.965155004428698
2002-12-01,City Of London,262197,E09000001,44.0,0.0,1,2002,12,39750.0,,56450.0,1.0,7280.0,344000.0,315.0,5117.0,0.0,4.644765279007972
2003-01-01,City Of London,261645,E09000001,32.0,0.0,1,2003,1,41795.0,,64272.0,8.0,7115.0,344000.0,315.0,5126.0,0.0,4.070901792382375
2003-02-01,City Of London,263992,E09000001,20.0,0.0,1,2003,2,41795.0,,64272.0,8.0,7115.0,344000.0,315.0,5126.0,0.0,4.107418471496142
2003-03-01,City Of London,291969,E09000001,31.0,0.0,1,2003,3,41795.0,,64272.0,8.0,7115.0,344000.0,315.0,5126.0,0.0,4.542709111277072
2003-04-01,City Of London,295174,E09000001,30.0,0.0,1,2003,4,41795.0,,64272.0,8.0,7115.0,344000.0,315.0,5126.0,0.0,4.592575304953946
2003-05-01,City Of London,284860,E09000001,38.0,0.0,1,2003,5,41795.0,,64272.0,8.0,7115.0,344000.0,315.0,5126.0,0.0,4.432101070450585
2003-06-01,City Of London,267208,E09000001,84.0,0.0,1,2003,6,41795.0,,64272.0,8.0,7115.0,344000.0,315.0,5126.0,0.0,4.157455812795619
2003-07-01,City Of London,260204,E09000001,48.0,0.0,1,2003,7,41795.0,,64272.0,8.0,7115.0,344000.0,315.0,5126.0,0.0,4.0484814538212595
2003-08-01,City Of London,245449,E09000001,46.0,0.0,1,2003,8,41795.0,,64272.0,8.0,7115.0,344000.0,315.0,5126.0,0.0,3.8189102564102564
2003-09-01,City Of London,243184,E09000001,38.0,0.0,1,2003,9,41795.0,,64272.0,8.0,7115.0,344000.0,315.0,5126.0,0.0,3.783669405028628
2003-10-01,City Of London,252980,E09000001,33.0,0.0,1,2003,10,41795.0,,64272.0,8.0,7115.0,344000.0,315.0,5126.0,0.0,3.936084142394822
2003-11-01,City Of London,277515,E09000001,42.0,0.0,1,2003,11,41795.0,,64272.0,8.0,7115.0,344000.0,315.0,5126.0,0.0,4.317821135175504
2003-12-01,City Of London,305556,E09000001,38.0,0.0,1,2003,12,41795.0,,64272.0,8.0,7115.0,344000.0,315.0,5126.0,0.0,4.754107542942495
2004-01-01,City Of London,326913,E09000001,98.0,0.0,1,2004,1,43347.0,,66628.0,14.0,7118.0,332000.0,315.0,5263.0,0.0,4.906540793660323
2004-02-01,City Of London,301092,E09000001,16.0,0.0,1,2004,2,43347.0,,66628.0,14.0,7118.0,332000.0,315.0,5263.0,0.0,4.5190010205919435
2004-03-01,City Of London,272731,E09000001,20.0,0.0,1,2004,3,43347.0,,66628.0,14.0,7118.0,332000.0,315.0,5263.0,0.0,4.093339136699286
2004-04-01,City Of London,269514,E09000001,25.0,0.0,1,2004,4,43347.0,,66628.0,14.0,7118.0,332000.0,315.0,5263.0,0.0,4.045056132556883
2004-05-01,City Of London,280062,E09000001,22.0,0.0,1,2004,5,43347.0,,66628.0,14.0,7118.0,332000.0,315.0,5263.0,0.0,4.20336795341298
2004-06-01,City Of London,297421,E09000001,38.0,0.0,1,2004,6,43347.0,,66628.0,14.0,7118.0,332000.0,315.0,5263.0,0.0,4.463904064357327
2004-07-01,City Of London,298293,E09000001,34.0,0.0,1,2004,7,43347.0,,66628.0,14.0,7118.0,332000.0,315.0,5263.0,0.0,4.476991655159993
2004-08-01,City Of London,307094,E09000001,46.0,0.0,1,2004,8,43347.0,,66628.0,14.0,7118.0,332000.0,315.0,5263.0,0.0,4.6090832682956115
2004-09-01,City Of London,305126,E09000001,27.0,0.0,1,2004,9,43347.0,,66628.0,14.0,7118.0,332000.0,315.0,5263.0,0.0,4.57954613675932
2004-10-01,City Of London,289912,E09000001,24.0,0.0,1,2004,10,43347.0,,66628.0,14.0,7118.0,332000.0,315.0,5263.0,0.0,4.351203698144924
2004-11-01,City Of London,333075,E09000001,13.0,0.0,1,2004,11,43347.0,,66628.0,14.0,7118.0,332000.0,315.0,5263.0,0.0,4.99902443417182
2004-12-01,City Of London,331161,E09000001,14.0,0.0,1,2004,12,43347.0,,66628.0,14.0,7118.0,332000.0,315.0,5263.0,0.0,4.970297772708171
2005-01-01,City Of London,330363,E09000001,17.0,0.0,1,2005,1,45000.0,,74004.0,18.0,7131.0,343000.0,315.0,5374.0,0.0,4.4641235608886
2005-02-01,City Of London,288867,E09000001,18.0,0.0,1,2005,2,45000.0,,74004.0,18.0,7131.0,343000.0,315.0,5374.0,0.0,3.9033971136695316
2005-03-01,City Of London,304851,E09000001,18.0,0.0,1,2005,3,45000.0,,74004.0,18.0,7131.0,343000.0,315.0,5374.0,0.0,4.119385438624939
2005-04-01,City Of London,317398,E09000001,32.0,0.0,1,2005,4,45000.0,,74004.0,18.0,7131.0,343000.0,315.0,5374.0,0.0,4.288930328090373
2005-05-01,City Of London,311442,E09000001,20.0,0.0,1,2005,5,45000.0,,74004.0,18.0,7131.0,343000.0,315.0,5374.0,0.0,4.208448191989622
2005-06-01,City Of London,282866,E09000001,33.0,0.0,1,2005,6,45000.0,,74004.0,18.0,7131.0,343000.0,315.0,5374.0,0.0,3.8223069023296037
2005-07-01,City Of London,283641,E09000001,29.0,0.0,1,2005,7,45000.0,,74004.0,18.0,7131.0,343000.0,315.0,5374.0,0.0,3.8327793092265283
2005-08-01,City Of London,305351,E09000001,26.0,0.0,1,2005,8,45000.0,,74004.0,18.0,7131.0,343000.0,315.0,5374.0,0.0,4.126141830171342
2005-09-01,City Of London,310906,E09000001,37.0,0.0,1,2005,9,45000.0,,74004.0,18.0,7131.0,343000.0,315.0,5374.0,0.0,4.201205340251878
2005-10-01,City Of London,338837,E09000001,14.0,0.0,1,2005,10,45000.0,,74004.0,18.0,7131.0,343000.0,315.0,5374.0,0.0,4.578630884817037
2005-11-01,City Of London,327256,E09000001,29.0,0.0,1,2005,11,45000.0,,74004.0,18.0,7131.0,343000.0,315.0,5374.0,0.0,4.422139343819253
2005-12-01,City Of London,339626,E09000001,30.0,0.0,1,2005,12,45000.0,,74004.0,18.0,7131.0,343000.0,315.0,5374.0,0.0,4.589292470677261
2006-01-01,City Of London,316121,E09000001,19.0,0.0,1,2006,1,46292.0,,85886.0,28.0,7254.0,337000.0,315.0,5374.0,0.0,3.680704655007801
2006-02-01,City Of London,323653,E09000001,17.0,0.0,1,2006,2,46292.0,,85886.0,28.0,7254.0,337000.0,315.0,5374.0,0.0,3.768402300724216
2006-03-01,City Of London,325106,E09000001,28.0,0.0,1,2006,3,46292.0,,85886.0,28.0,7254.0,337000.0,315.0,5374.0,0.0,3.7853200754488507
2006-04-01,City Of London,319580,E09000001,24.0,0.0,1,2006,4,46292.0,,85886.0,28.0,7254.0,337000.0,315.0,5374.0,0.0,3.7209789721258413
2006-05-01,City Of London,313126,E09000001,22.0,0.0,1,2006,5,46292.0,,85886.0,28.0,7254.0,337000.0,315.0,5374.0,0.0,3.6458328481941176
2006-06-01,City Of London,304977,E09000001,29.0,0.0,1,2006,6,46292.0,,85886.0,28.0,7254.0,337000.0,315.0,5374.0,0.0,3.550951260973849
2006-07-01,City Of London,338307,E09000001,25.0,0.0,1,2006,7,46292.0,,85886.0,28.0,7254.0,337000.0,315.0,5374.0,0.0,3.9390238222760403
2006-08-01,City Of London,358438,E09000001,30.0,0.0,1,2006,8,46292.0,,85886.0,28.0,7254.0,337000.0,315.0,5374.0,0.0,4.173415923433389
2006-09-01,City Of London,377545,E09000001,24.0,0.0,1,2006,9,46292.0,,85886.0,28.0,7254.0,337000.0,315.0,5374.0,0.0,4.395885243229397
2006-10-01,City Of London,365177,E09000001,33.0,0.0,1,2006,10,46292.0,,85886.0,28.0,7254.0,337000.0,315.0,5374.0,0.0,4.251880399599469
2006-11-01,City Of London,354438,E09000001,21.0,0.0,1,2006,11,46292.0,,85886.0,28.0,7254.0,337000.0,315.0,5374.0,0.0,4.126842558740656
2006-12-01,City Of London,365755,E09000001,22.0,0.0,1,2006,12,46292.0,,85886.0,28.0,7254.0,337000.0,315.0,5374.0,0.0,4.2586102507975685
2007-01-01,City Of London,360923,E09000001,20.0,0.0,1,2007,1,49955.0,,86778.0,33.0,7607.0,350000.0,315.0,5375.0,0.0,4.159153241605015
2007-02-01,City Of London,399437,E09000001,25.0,7.0,1,2007,2,49955.0,,86778.0,33.0,7607.0,350000.0,315.0,5375.0,0.9202050742736952,4.602975408513679
2007-03-01,City Of London,403144,E09000001,28.0,7.0,1,2007,3,49955.0,,86778.0,33.0,7607.0,350000.0,315.0,5375.0,0.9202050742736952,4.645693608979235
2007-04-01,City Of London,419005,E09000001,22.0,7.0,1,2007,4,49955.0,,86778.0,33.0,7607.0,350000.0,315.0,5375.0,0.9202050742736952,4.828470349627786
2007-05-01,City Of London,411183,E09000001,22.0,5.0,1,2007,5,49955.0,,86778.0,33.0,7607.0,350000.0,315.0,5375.0,0.6572893387669252,4.738332296204107
2007-06-01,City Of London,436079,E09000001,19.0,10.0,1,2007,6,49955.0,,86778.0,33.0,7607.0,350000.0,315.0,5375.0,1.3145786775338504,5.025225287515269
2007-07-01,City Of London,467348,E09000001,32.0,3.0,1,2007,7,49955.0,,86778.0,33.0,7607.0,350000.0,315.0,5375.0,0.3943736032601551,5.385558551706653
2007-08-01,City Of London,473887,E09000001,27.0,8.0,1,2007,8,49955.0,,86778.0,33.0,7607.0,350000.0,315.0,5375.0,1.0516629420270804,5.4609117518265
2007-09-01,City Of London,463525,E09000001,23.0,0.0,1,2007,9,49955.0,,86778.0,33.0,7607.0,350000.0,315.0,5375.0,0.0,5.3415036069049755
2007-10-01,City Of London,456422,E09000001,19.0,0.0,1,2007,10,49955.0,,86778.0,33.0,7607.0,350000.0,315.0,5375.0,0.0,5.2596510636336395
2007-11-01,City Of London,450831,E09000001,22.0,0.0,1,2007,11,49955.0,,86778.0,33.0,7607.0,350000.0,315.0,5375.0,0.0,5.19522229136417
2007-12-01,City Of London,464277,E09000001,11.0,0.0,1,2007,12,49955.0,,86778.0,33.0,7607.0,350000.0,315.0,5375.0,0.0,5.350169397773629
2008-01-01,City Of London,471861,E09000001,16.0,0.0,1,2008,1,50503.0,,82973.0,34.0,7429.0,348000.0,315.0,5421.0,0.0,5.686922251816856
2008-02-01,City Of London,453707,E09000001,33.0,0.0,1,2008,2,50503.0,,82973.0,34.0,7429.0,348000.0,315.0,5421.0,0.0,5.468128186277464
2008-03-01,City Of London,404849,E09000001,6.0,0.0,1,2008,3,50503.0,,82973.0,34.0,7429.0,348000.0,315.0,5421.0,0.0,4.879286032805853
2008-04-01,City Of London,382571,E09000001,5.0,0.0,1,2008,4,50503.0,,82973.0,34.0,7429.0,348000.0,315.0,5421.0,0.0,4.610789051860244
2008-05-01,City Of London,389733,E09000001,29.0,0.0,1,2008,5,50503.0,,82973.0,34.0,7429.0,348000.0,315.0,5421.0,0.0,4.697106287587529
2008-06-01,City Of London,420665,E09000001,9.0,0.0,1,2008,6,50503.0,,82973.0,34.0,7429.0,348000.0,315.0,5421.0,0.0,5.069902257360829
2008-07-01,City Of London,442352,E09000001,11.0,0.0,1,2008,7,50503.0,,82973.0,34.0,7429.0,348000.0,315.0,5421.0,0.0,5.331276439323635
2008-08-01,City Of London,472397,E09000001,8.0,0.0,1,2008,8,50503.0,,82973.0,34.0,7429.0,348000.0,315.0,5421.0,0.0,5.6933821845660635
2008-09-01,City Of London,466082,E09000001,6.0,0.0,1,2008,9,50503.0,,82973.0,34.0,7429.0,348000.0,315.0,5421.0,0.0,5.617273088836128
2008-10-01,City Of London,440012,E09000001,9.0,0.0,1,2008,10,50503.0,,82973.0,34.0,7429.0,348000.0,315.0,5421.0,0.0,5.3030744941125425
2008-11-01,City Of London,396155,E09000001,2.0,0.0,1,2008,11,50503.0,,82973.0,34.0,7429.0,348000.0,315.0,5421.0,0.0,4.774504959444639
2008-12-01,City Of London,387178,E09000001,6.0,0.0,1,2008,12,50503.0,,82973.0,34.0,7429.0,348000.0,315.0,5421.0,0.0,4.66631313800875
2009-01-01,City Of London,400317,E09000001,5.0,0.0,1,2009,1,52092.0,,80769.0,35.0,7472.0,362000.0,315.0,5467.0,0.0,4.956319875199643
2009-02-01,City Of London,393361,E09000001,6.0,0.0,1,2009,2,52092.0,,80769.0,35.0,7472.0,362000.0,315.0,5467.0,0.0,4.87019772437445
2009-03-01,City Of London,399220,E09000001,8.0,0.0,1,2009,3,52092.0,,80769.0,35.0,7472.0,362000.0,315.0,5467.0,0.0,4.942737931632186
2009-04-01,City Of London,345338,E09000001,9.0,0.0,1,2009,4,52092.0,,80769.0,35.0,7472.0,362000.0,315.0,5467.0,0.0,4.275625549406332
2009-05-01,City Of London,373504,E09000001,6.0,0.0,1,2009,5,52092.0,,80769.0,35.0,7472.0,362000.0,315.0,5467.0,0.0,4.624348450519382
2009-06-01,City Of London,348751,E09000001,18.0,0.0,1,2009,6,52092.0,,80769.0,35.0,7472.0,362000.0,315.0,5467.0,0.0,4.31788186061484
2009-07-01,City Of London,379109,E09000001,20.0,0.0,1,2009,7,52092.0,,80769.0,35.0,7472.0,362000.0,315.0,5467.0,0.0,4.693743886887296
2009-08-01,City Of London,360545,E09000001,20.0,0.0,1,2009,8,52092.0,,80769.0,35.0,7472.0,362000.0,315.0,5467.0,0.0,4.463903230199706
2009-09-01,City Of London,391138,E09000001,19.0,0.0,1,2009,9,52092.0,,80769.0,35.0,7472.0,362000.0,315.0,5467.0,0.0,4.842674788594634
2009-10-01,City Of London,399867,E09000001,19.0,0.0,1,2009,10,52092.0,,80769.0,35.0,7472.0,362000.0,315.0,5467.0,0.0,4.950748430709802
2009-11-01,City Of London,397909,E09000001,11.0,0.0,1,2009,11,52092.0,,80769.0,35.0,7472.0,362000.0,315.0,5467.0,0.0,4.926506456685114
2009-12-01,City Of London,411955,E09000001,16.0,0.0,1,2009,12,52092.0,,80769.0,35.0,7472.0,362000.0,315.0,5467.0,0.0,5.100409810694697
2010-01-01,City Of London,464436,E09000001,20.0,0.0,1,2010,1,52271.0,,81938.0,39.0,7338.0,388000.0,315.0,5459.0,0.0,5.668139324855378
2010-02-01,City Of London,490525,E09000001,9.0,0.0,1,2010,2,52271.0,,81938.0,39.0,7338.0,388000.0,315.0,5459.0,0.0,5.98653860235788
2010-03-01,City Of London,498241,E09000001,15.0,0.0,1,2010,3,52271.0,,81938.0,39.0,7338.0,388000.0,315.0,5459.0,0.0,6.080707364104567
2010-04-01,City Of London,458246,E09000001,22.0,,1,2010,4,52271.0,,81938.0,39.0,7338.0,388000.0,315.0,5459.0,,5.59259440064439
2010-05-01,City Of London,454928,E09000001,21.0,,1,2010,5,52271.0,,81938.0,39.0,7338.0,388000.0,315.0,5459.0,,5.552100368571359
2010-06-01,City Of London,428120,E09000001,29.0,,1,2010,6,52271.0,,81938.0,39.0,7338.0,388000.0,315.0,5459.0,,5.224926163684737
2010-07-01,City Of London,420234,E09000001,24.0,,1,2010,7,52271.0,,81938.0,39.0,7338.0,388000.0,315.0,5459.0,,5.128682662500915
2010-08-01,City Of London,442597,E09000001,21.0,,1,2010,8,52271.0,,81938.0,39.0,7338.0,388000.0,315.0,5459.0,,5.401608533281261
2010-09-01,City Of London,455290,E09000001,20.0,,1,2010,9,52271.0,,81938.0,39.0,7338.0,388000.0,315.0,5459.0,,5.556518343137494
2010-10-01,City Of London,456016,E09000001,12.0,,1,2010,10,52271.0,,81938.0,39.0,7338.0,388000.0,315.0,5459.0,,5.565378700969025
2010-11-01,City Of London,430305,E09000001,12.0,,1,2010,11,52271.0,,81938.0,39.0,7338.0,388000.0,315.0,5459.0,,5.251592667626742
2010-12-01,City Of London,445016,E09000001,31.0,,1,2010,12,52271.0,,81938.0,39.0,7338.0,388000.0,315.0,5459.0,,5.431130855036735
2011-01-01,City Of London,442413,E09000001,16.0,,1,2011,1,54381.0,,90842.0,37.0,7412.0,436000.0,315.0,5513.0,,4.870137161224984
2011-02-01,City Of London,504009,E09000001,12.0,,1,2011,2,54381.0,,90842.0,37.0,7412.0,436000.0,315.0,5513.0,,5.548193566852337
2011-03-01,City Of London,475353,E09000001,19.0,,1,2011,3,54381.0,,90842.0,37.0,7412.0,436000.0,315.0,5513.0,,5.23274476563704
2011-04-01,City Of London,516319,E09000001,21.0,,1,2011,4,54381.0,,90842.0,37.0,7412.0,436000.0,315.0,5513.0,,5.683703573237049
